educacao,ano_adesao,cidade,nivel_pagamento,idade,genero,trabalho_atribuido,experiencia_area_atual,idade_inicial
Bachelors,2012,Bangalore,3,24,Male,Yes,2,22
Bachelors,2015,Bangalore,3,28,Female,No,1,27
Bachelors,2014,Bangalore,3,24,Male,No,2,22
Bachelors,2013,Pune,3,27,Male,No,5,22
Bachelors,2016,New Delhi,3,24,Female,No,2,22
Bachelors,2012,Bangalore,3,25,Female,No,3,22
Bachelors,2012,Pune,3,28,Male,No,3,25
Bachelors,2018,Pune,3,25,Male,Yes,3,22
Bachelors,2014,Bangalore,3,27,Male,No,5,22
Bachelors,2016,Bangalore,3,27,Female,No,5,22
Masters,2015,Pune,2,24,Female,No,2,22
Masters,2014,Bangalore,3,24,Female,No,2,22
Bachelors,2013,Bangalore,3,25,Male,No,3,22
Masters,2017,New Delhi,3,24,Male,No,2,22
Bachelors,2015,Bangalore,3,25,Male,No,3,22
Bachelors,2017,Bangalore,3,24,Male,No,2,22
Bachelors,2017,New Delhi,2,28,Male,No,3,25
Bachelors,2016,Bangalore,3,28,Male,No,2,26
PHD,2014,New Delhi,3,24,Male,No,2,22
Masters,2017,New Delhi,2,26,Female,No,4,22
Masters,2018,New Delhi,3,25,Male,No,3,22
Bachelors,2014,Bangalore,3,28,Male,No,3,25
Bachelors,2014,Bangalore,3,25,Male,No,3,22
Bachelors,2018,New Delhi,3,28,Female,No,3,25
Masters,2017,New Delhi,2,25,Male,Yes,3,22
Masters,2013,New Delhi,3,28,Male,No,2,26
Bachelors,2014,Bangalore,3,26,Male,Yes,4,22
Masters,2017,New Delhi,2,25,Female,No,3,22
Masters,2013,New Delhi,3,25,Female,No,3,22
Bachelors,2016,Bangalore,3,25,Male,No,3,22
Bachelors,2018,Bangalore,3,24,Male,No,2,22
Masters,2017,New Delhi,2,26,Male,Yes,4,22
Bachelors,2013,Bangalore,3,24,Male,No,2,22
Bachelors,2013,Bangalore,3,28,Male,No,2,26
Masters,2015,Pune,3,28,Female,Yes,2,26
Bachelors,2015,Pune,2,27,Female,Yes,5,22
Masters,2014,Pune,2,27,Female,No,5,22
Bachelors,2017,New Delhi,2,27,Male,No,5,22
Bachelors,2012,Bangalore,3,26,Male,No,4,22
Masters,2015,Pune,1,27,Female,No,5,22
Bachelors,2013,Bangalore,1,28,Male,No,3,25
Bachelors,2012,Pune,2,26,Female,No,4,22
Bachelors,2013,Bangalore,3,27,Male,No,5,22
Masters,2017,New Delhi,2,25,Male,No,3,22
Bachelors,2017,Bangalore,3,27,Male,No,5,22
Bachelors,2012,Bangalore,3,24,Male,No,2,22
Bachelors,2017,New Delhi,3,26,Male,No,4,22
Bachelors,2014,Bangalore,3,28,Female,No,1,27
Bachelors,2015,Bangalore,3,25,Male,No,3,22
Bachelors,2015,Pune,2,28,Female,No,3,25
Bachelors,2017,Bangalore,3,24,Female,No,2,22
Bachelors,2016,Bangalore,3,27,Female,No,5,22
Bachelors,2012,Bangalore,3,25,Male,No,3,22
Masters,2018,Pune,3,25,Male,No,3,22
Bachelors,2015,Pune,3,26,Male,No,4,22
Bachelors,2014,Pune,3,26,Male,No,4,22
PHD,2017,New Delhi,3,27,Male,No,5,22
Bachelors,2012,Bangalore,3,26,Male,No,4,22
Bachelors,2016,Bangalore,3,26,Male,No,4,22
Bachelors,2017,New Delhi,3,28,Female,No,2,26
Bachelors,2014,Pune,3,25,Female,No,3,22
Bachelors,2013,Bangalore,3,28,Male,Yes,3,25
Bachelors,2017,Bangalore,3,25,Male,No,3,22
Bachelors,2018,Bangalore,3,27,Male,No,5,22
Bachelors,2017,Bangalore,3,26,Male,No,4,22
Bachelors,2017,Pune,2,25,Female,No,3,22
Bachelors,2017,Pune,2,26,Female,No,4,22
Bachelors,2015,Pune,3,28,Male,No,3,25
Masters,2017,Pune,2,26,Male,No,4,22
Masters,2015,New Delhi,3,28,Female,Yes,2,26
Bachelors,2012,New Delhi,2,25,Male,No,3,22
Bachelors,2016,Bangalore,3,25,Female,No,3,22
Masters,2017,New Delhi,2,26,Female,No,4,22
Bachelors,2014,Bangalore,3,25,Male,No,3,22
Bachelors,2014,Bangalore,3,25,Male,No,3,22
PHD,2018,Bangalore,3,26,Male,No,4,22
Bachelors,2016,Pune,3,26,Male,No,4,22
Bachelors,2014,Bangalore,3,27,Male,No,5,22
Bachelors,2012,Bangalore,3,25,Male,No,3,22
Masters,2012,Pune,2,26,Female,No,4,22
Masters,2016,New Delhi,3,27,Male,No,5,22
PHD,2017,Bangalore,3,28,Male,No,1,27
Bachelors,2014,Bangalore,3,27,Male,No,5,22
Bachelors,2018,Pune,3,26,Male,No,4,22
Bachelors,2018,Bangalore,1,27,Male,No,5,22
Bachelors,2016,Pune,3,24,Male,No,2,22
Bachelors,2012,Bangalore,3,25,Male,No,3,22
Bachelors,2017,Bangalore,3,27,Male,No,5,22
Bachelors,2016,Bangalore,3,28,Male,No,2,26
Bachelors,2017,New Delhi,2,27,Male,No,5,22
Bachelors,2013,Bangalore,3,25,Male,No,3,22
Bachelors,2013,Bangalore,3,28,Male,No,1,27
Bachelors,2018,Bangalore,3,28,Female,No,3,25
Bachelors,2016,Bangalore,3,27,Male,Yes,5,22
Masters,2015,Pune,2,28,Female,No,3,25
Masters,2015,New Delhi,3,24,Female,No,2,22
Bachelors,2017,New Delhi,3,24,Male,No,2,22
Bachelors,2015,Pune,2,24,Female,No,2,22
Masters,2013,Pune,3,28,Male,No,2,26
Bachelors,2017,Pune,3,27,Female,No,5,22
Bachelors,2014,Pune,3,26,Male,No,4,22
Bachelors,2016,Bangalore,3,26,Male,No,4,22
Bachelors,2014,Pune,1,26,Female,No,4,22
Bachelors,2015,Pune,3,28,Male,No,3,25
Bachelors,2012,Bangalore,3,26,Male,No,4,22
Bachelors,2017,New Delhi,2,26,Male,No,4,22
Masters,2017,New Delhi,2,26,Female,No,4,22
Bachelors,2016,Bangalore,3,26,Male,No,4,22
Bachelors,2013,Bangalore,3,26,Male,Yes,4,22
Bachelors,2014,Bangalore,3,28,Male,No,3,25
Bachelors,2014,New Delhi,3,28,Female,No,3,25
Bachelors,2014,Pune,3,25,Female,No,3,22
Bachelors,2016,Pune,3,28,Male,No,3,25
Masters,2017,Bangalore,3,27,Male,No,5,22
Bachelors,2015,Bangalore,3,25,Male,No,3,22
Bachelors,2014,Pune,3,27,Male,No,5,22
Bachelors,2012,Pune,3,28,Male,No,3,25
Masters,2017,Pune,3,26,Male,No,4,22
Bachelors,2013,Bangalore,3,25,Male,Yes,3,22
Bachelors,2015,Pune,2,28,Female,No,2,26
PHD,2013,Bangalore,1,26,Male,No,4,22
Masters,2012,Pune,3,27,Male,No,5,22
Bachelors,2016,Bangalore,1,28,Male,No,2,26
Bachelors,2017,Bangalore,3,27,Male,No,5,22
Bachelors,2017,Bangalore,3,25,Male,No,3,22
Masters,2017,New Delhi,2,24,Female,Yes,2,22
Bachelors,2015,Bangalore,1,25,Female,Yes,3,22
Bachelors,2018,Bangalore,3,27,Male,No,5,22
Bachelors,2014,Bangalore,3,26,Male,No,4,22
Bachelors,2018,Bangalore,3,26,Male,No,4,22
Bachelors,2015,Pune,2,24,Female,No,2,22
Bachelors,2018,Bangalore,3,27,Male,No,5,22
Bachelors,2016,Bangalore,3,27,Female,No,5,22
Masters,2016,New Delhi,3,25,Female,No,3,22
Masters,2018,New Delhi,3,26,Male,No,4,22
Bachelors,2018,Bangalore,3,24,Female,No,2,22
Bachelors,2017,New Delhi,2,28,Male,No,3,25
Bachelors,2015,Bangalore,3,27,Male,No,5,22
Bachelors,2017,Bangalore,3,26,Male,No,4,22
Bachelors,2016,Bangalore,3,25,Male,No,3,22
Bachelors,2013,Pune,3,25,Male,No,3,22
Bachelors,2015,Pune,3,25,Female,No,3,22
Bachelors,2014,Bangalore,3,28,Female,No,3,25
Bachelors,2015,Pune,3,24,Male,No,2,22
Bachelors,2016,Bangalore,3,26,Female,No,4,22
Bachelors,2018,Bangalore,1,25,Male,Yes,3,22
Masters,2017,Pune,2,28,Female,No,1,27
Bachelors,2014,Pune,2,25,Female,No,3,22
Bachelors,2017,Bangalore,3,25,Male,No,3,22
Bachelors,2016,Bangalore,3,28,Female,No,3,25
Bachelors,2014,Bangalore,3,28,Female,No,2,26
Masters,2017,New Delhi,2,28,Male,No,2,26
Bachelors,2017,New Delhi,2,24,Female,No,2,22
PHD,2013,New Delhi,2,25,Male,No,3,22
Bachelors,2017,Bangalore,3,24,Male,No,2,22
Bachelors,2017,Bangalore,3,26,Female,No,4,22
Bachelors,2015,Bangalore,1,25,Male,No,3,22
Bachelors,2016,Bangalore,3,26,Female,No,4,22
PHD,2014,New Delhi,3,28,Male,No,2,26
Masters,2018,New Delhi,3,27,Female,No,5,22
Bachelors,2016,New Delhi,3,27,Female,No,5,22
Masters,2017,New Delhi,2,25,Male,No,3,22
Bachelors,2017,Bangalore,3,26,Male,No,4,22
Bachelors,2016,New Delhi,3,27,Female,Yes,5,22
Bachelors,2017,Pune,2,25,Female,No,3,22
Bachelors,2018,Pune,3,28,Female,No,1,27
Bachelors,2014,Bangalore,3,25,Female,No,3,22
Bachelors,2018,Pune,3,28,Male,No,1,27
Bachelors,2017,Bangalore,1,26,Female,No,4,22
Bachelors,2013,Bangalore,3,24,Male,No,2,22
Bachelors,2012,New Delhi,3,26,Female,No,4,22
Bachelors,2012,Pune,3,25,Male,No,3,22
Masters,2013,New Delhi,2,24,Male,No,2,22
Bachelors,2018,Pune,3,26,Male,No,4,22
Bachelors,2016,New Delhi,3,28,Female,No,2,26
Bachelors,2016,Pune,3,26,Male,No,4,22
Masters,2014,New Delhi,3,24,Male,No,2,22
Bachelors,2013,Bangalore,3,26,Male,No,4,22
Bachelors,2014,Pune,2,26,Female,No,4,22
Bachelors,2014,Pune,3,25,Male,No,3,22
Bachelors,2013,Pune,3,27,Male,No,5,22
Bachelors,2018,Bangalore,3,27,Male,No,5,22
Bachelors,2015,Bangalore,3,25,Female,No,3,22
Bachelors,2016,Pune,3,26,Male,No,4,22
Bachelors,2015,Pune,2,27,Female,No,5,22
Bachelors,2017,Bangalore,3,26,Male,No,4,22
Masters,2017,Pune,2,26,Female,No,4,22
Bachelors,2017,New Delhi,3,27,Female,Yes,5,22
Masters,2017,Pune,1,24,Male,No,2,22
Masters,2017,New Delhi,2,26,Female,No,4,22
Bachelors,2015,Bangalore,3,27,Male,Yes,5,22
Bachelors,2015,Bangalore,3,26,Male,No,4,22
Masters,2017,Pune,2,24,Male,No,2,22
Bachelors,2017,Bangalore,3,26,Female,No,4,22
Bachelors,2014,Bangalore,3,26,Male,No,4,22
Bachelors,2015,Bangalore,3,28,Male,Yes,1,27
Masters,2017,New Delhi,2,24,Male,No,2,22
Bachelors,2013,Pune,2,25,Female,No,3,22
Masters,2013,Bangalore,3,27,Male,No,5,22
Bachelors,2017,Bangalore,3,27,Male,No,5,22
Bachelors,2015,New Delhi,2,28,Female,Yes,2,26
Bachelors,2014,Pune,2,24,Female,No,2,22
Bachelors,2016,Pune,2,27,Female,No,5,22
Bachelors,2017,Bangalore,3,27,Female,No,5,22
Bachelors,2016,Bangalore,3,26,Male,No,4,22
Bachelors,2015,Pune,2,27,Male,No,5,22
Bachelors,2015,Bangalore,3,26,Male,No,4,22
Bachelors,2018,Bangalore,3,27,Male,Yes,5,22
Bachelors,2016,Bangalore,3,24,Male,No,2,22
Bachelors,2014,Bangalore,3,24,Male,No,2,22
Bachelors,2013,New Delhi,2,24,Female,No,2,22
Bachelors,2012,Bangalore,3,26,Female,No,4,22
Bachelors,2015,Pune,2,28,Female,Yes,2,26
Bachelors,2018,Bangalore,3,26,Male,No,4,22
Bachelors,2016,Bangalore,3,24,Female,No,2,22
Masters,2017,Pune,3,24,Male,No,2,22
Masters,2016,Pune,3,24,Male,No,2,22
Bachelors,2013,Bangalore,3,28,Male,Yes,1,27
Bachelors,2015,Bangalore,1,28,Female,No,1,27
PHD,2018,Bangalore,3,24,Female,No,2,22
Bachelors,2016,Bangalore,3,26,Male,Yes,4,22
Bachelors,2013,Bangalore,3,27,Male,No,5,22
Bachelors,2013,Bangalore,3,25,Male,No,3,22
Masters,2016,New Delhi,3,24,Male,No,2,22
Bachelors,2017,New Delhi,1,25,Female,No,3,22
Bachelors,2013,Bangalore,3,28,Male,No,3,25
Bachelors,2018,Bangalore,3,28,Male,No,1,27
Bachelors,2017,Bangalore,3,24,Male,No,2,22
Masters,2014,New Delhi,3,24,Male,No,2,22
PHD,2012,New Delhi,3,24,Male,No,2,22
Bachelors,2017,Bangalore,3,25,Female,No,3,22
Masters,2014,New Delhi,3,27,Male,No,5,22
Bachelors,2015,Bangalore,3,27,Female,No,5,22
Bachelors,2014,Pune,3,25,Male,No,3,22
Bachelors,2012,Bangalore,3,28,Male,No,3,25
Bachelors,2012,Bangalore,3,25,Female,No,3,22
Bachelors,2015,Bangalore,3,24,Female,No,2,22
Bachelors,2013,Pune,3,27,Male,No,5,22
Bachelors,2013,Bangalore,3,26,Female,No,4,22
Bachelors,2012,Pune,2,26,Male,No,4,22
Masters,2017,Bangalore,3,28,Female,No,3,25
Bachelors,2015,Bangalore,3,25,Male,No,3,22
Bachelors,2012,Bangalore,3,28,Female,No,2,26
Bachelors,2017,Pune,2,26,Female,No,4,22
Bachelors,2012,Bangalore,3,27,Female,No,5,22
Masters,2016,New Delhi,3,28,Male,No,1,27
Bachelors,2015,Pune,2,28,Female,No,1,27
Masters,2017,Pune,3,24,Male,No,2,22
Bachelors,2015,Pune,2,25,Female,No,3,22
Bachelors,2014,Bangalore,3,24,Male,No,2,22
Bachelors,2016,Bangalore,3,28,Male,No,3,25
Bachelors,2016,New Delhi,3,25,Female,Yes,3,22
Masters,2015,New Delhi,3,26,Male,No,4,22
Masters,2015,New Delhi,3,28,Female,No,3,25
Bachelors,2013,New Delhi,1,24,Female,No,2,22
Bachelors,2014,Bangalore,3,24,Male,No,2,22
Bachelors,2018,Bangalore,3,26,Male,No,4,22
Bachelors,2013,Bangalore,3,26,Male,No,4,22
Bachelors,2015,New Delhi,3,25,Female,No,3,22
Bachelors,2017,New Delhi,3,28,Male,No,2,26
Bachelors,2016,Pune,1,25,Female,No,3,22
Masters,2013,New Delhi,3,25,Male,Yes,3,22
Bachelors,2017,Bangalore,3,24,Female,No,2,22
Masters,2013,New Delhi,3,25,Female,No,3,22
Bachelors,2013,Bangalore,1,28,Female,No,2,26
Masters,2014,Bangalore,3,27,Female,No,5,22
Bachelors,2013,Bangalore,3,26,Male,No,4,22
Bachelors,2016,Bangalore,3,25,Male,No,3,22
Bachelors,2015,Pune,2,26,Female,Yes,4,22
Bachelors,2017,New Delhi,3,25,Male,No,3,22
Bachelors,2013,Bangalore,3,26,Male,No,4,22
Bachelors,2013,Pune,2,27,Male,Yes,5,22
Bachelors,2015,Pune,2,25,Female,No,3,22
Bachelors,2016,Bangalore,3,25,Male,Yes,3,22
Bachelors,2017,Bangalore,3,25,Male,No,3,22
Bachelors,2016,Pune,3,28,Male,No,1,27
Bachelors,2018,Bangalore,3,24,Male,No,2,22
Masters,2015,Pune,3,28,Female,No,3,25
Bachelors,2017,Bangalore,3,26,Male,No,4,22
Masters,2017,Pune,2,26,Male,No,4,22
Bachelors,2017,New Delhi,2,27,Female,No,5,22
Bachelors,2013,Pune,2,26,Female,No,4,22
Bachelors,2012,Bangalore,3,24,Male,No,2,22
Bachelors,2013,New Delhi,3,28,Female,Yes,3,25
Masters,2015,Pune,2,24,Female,No,2,22
Bachelors,2016,Bangalore,3,25,Male,No,3,22
Masters,2017,New Delhi,2,25,Male,No,3,22
Bachelors,2016,Bangalore,3,26,Male,No,4,22
Bachelors,2013,Bangalore,3,24,Male,No,2,22
Bachelors,2012,Pune,2,25,Male,No,3,22
Bachelors,2014,Bangalore,3,24,Male,No,2,22
Bachelors,2017,Bangalore,3,27,Female,No,5,22
Bachelors,2017,New Delhi,3,27,Female,No,5,22
Bachelors,2013,Pune,3,27,Male,No,5,22
Bachelors,2015,Pune,2,24,Female,Yes,2,22
Bachelors,2017,Bangalore,3,24,Female,Yes,2,22
PHD,2015,New Delhi,3,28,Female,No,1,27
Bachelors,2017,Bangalore,3,27,Male,No,5,22
Masters,2017,New Delhi,2,28,Female,No,2,26
Bachelors,2017,New Delhi,2,25,Female,No,3,22
Bachelors,2014,Pune,2,25,Female,No,3,22
Bachelors,2016,New Delhi,3,28,Female,Yes,3,25
Bachelors,2015,Pune,2,27,Female,No,5,22
Masters,2017,Pune,2,25,Male,No,3,22
Masters,2017,Bangalore,2,25,Female,Yes,3,22
Bachelors,2017,Bangalore,3,24,Female,No,2,22
Bachelors,2013,Bangalore,3,26,Female,No,4,22
Bachelors,2018,Bangalore,3,24,Male,Yes,2,22
Bachelors,2016,New Delhi,3,28,Male,No,1,27
Masters,2017,New Delhi,2,24,Male,No,2,22
Bachelors,2017,Bangalore,3,25,Male,No,3,22
Bachelors,2017,Bangalore,3,25,Male,No,3,22
Bachelors,2017,Bangalore,3,24,Male,No,2,22
Masters,2014,New Delhi,3,25,Female,No,3,22
Bachelors,2012,Bangalore,3,27,Female,No,5,22
Bachelors,2012,New Delhi,3,27,Female,No,5,22
Bachelors,2017,Bangalore,3,28,Male,No,2,26
Bachelors,2012,Bangalore,3,28,Male,Yes,3,25
Bachelors,2012,Pune,3,28,Female,No,2,26
Bachelors,2018,Bangalore,3,24,Female,No,2,22
PHD,2016,New Delhi,3,24,Female,No,2,22
Masters,2017,New Delhi,2,27,Female,No,5,22
Masters,2013,New Delhi,2,27,Female,No,5,22
Bachelors,2015,Bangalore,3,26,Female,No,4,22
Masters,2015,New Delhi,3,28,Female,No,1,27
Bachelors,2014,Bangalore,3,27,Male,No,5,22
Bachelors,2013,New Delhi,3,25,Female,No,3,22
Bachelors,2015,Bangalore,3,26,Female,No,4,22
Bachelors,2012,Pune,3,24,Male,No,2,22
Bachelors,2012,Bangalore,3,26,Female,No,4,22
Masters,2015,Pune,2,25,Female,No,3,22
Bachelors,2013,New Delhi,3,24,Male,No,2,22
Masters,2017,New Delhi,2,27,Female,No,5,22
Masters,2017,Pune,2,26,Male,No,4,22
Bachelors,2014,Pune,3,27,Male,No,5,22
Bachelors,2018,Bangalore,3,25,Male,No,3,22
Bachelors,2014,Bangalore,3,25,Female,No,3,22
Bachelors,2013,Pune,2,27,Female,No,5,22
Bachelors,2015,Pune,3,26,Male,No,4,22
Bachelors,2017,Pune,2,24,Male,No,2,22
Masters,2017,New Delhi,2,26,Male,No,4,22
Bachelors,2013,Pune,2,25,Male,Yes,3,22
Masters,2017,New Delhi,2,25,Female,No,3,22
Bachelors,2013,Pune,3,26,Female,Yes,4,22
Bachelors,2014,Pune,3,28,Male,No,2,26
Bachelors,2016,New Delhi,3,27,Female,No,5,22
Bachelors,2017,New Delhi,2,28,Male,No,1,27
Masters,2014,New Delhi,3,27,Male,No,5,22
Bachelors,2014,New Delhi,3,28,Female,No,1,27
Bachelors,2015,Bangalore,3,27,Male,No,5,22
Bachelors,2015,Bangalore,3,24,Male,No,2,22
Bachelors,2018,Bangalore,3,24,Male,No,2,22
Bachelors,2013,Pune,3,26,Male,No,4,22
Bachelors,2012,Bangalore,3,28,Female,No,2,26
Masters,2017,Pune,2,26,Male,No,4,22
Masters,2017,New Delhi,2,25,Male,No,3,22
Bachelors,2016,New Delhi,3,27,Female,No,5,22
Bachelors,2012,Bangalore,3,26,Male,No,4,22
Bachelors,2015,Pune,3,25,Male,No,3,22
Bachelors,2012,New Delhi,3,26,Female,Yes,4,22
Masters,2014,Bangalore,3,27,Male,No,5,22
Masters,2017,New Delhi,2,26,Male,No,4,22
Masters,2012,New Delhi,3,26,Male,No,4,22
Bachelors,2015,Pune,2,26,Female,No,4,22
Masters,2014,New Delhi,3,25,Male,No,3,22
Bachelors,2015,Bangalore,3,28,Male,Yes,2,26
Masters,2012,Pune,3,27,Male,No,5,22
Bachelors,2017,Bangalore,2,27,Male,No,5,22
Bachelors,2016,Bangalore,3,24,Male,No,2,22
Bachelors,2017,Bangalore,3,27,Male,No,5,22
Bachelors,2014,Bangalore,3,26,Male,No,4,22
Bachelors,2017,Bangalore,3,24,Female,No,2,22
Bachelors,2017,Bangalore,3,28,Male,No,1,27
Bachelors,2014,Bangalore,3,26,Male,No,4,22
Bachelors,2018,Bangalore,3,28,Female,No,3,25
Bachelors,2014,New Delhi,3,24,Female,No,2,22
Bachelors,2017,Bangalore,1,27,Male,No,5,22
Bachelors,2015,New Delhi,3,24,Female,No,2,22
Bachelors,2017,Bangalore,3,27,Male,No,5,22
Bachelors,2017,Pune,3,28,Male,No,3,25
Bachelors,2014,Bangalore,3,25,Male,No,3,22
Bachelors,2017,Bangalore,3,25,Female,No,3,22
Bachelors,2018,Bangalore,3,25,Male,No,3,22
Bachelors,2013,Bangalore,3,28,Female,No,3,25
Bachelors,2017,New Delhi,3,27,Male,No,5,22
Bachelors,2013,Bangalore,3,27,Male,No,5,22
Masters,2017,New Delhi,2,26,Female,No,4,22
Bachelors,2014,Bangalore,3,24,Male,No,2,22
Bachelors,2017,Pune,3,27,Male,No,5,22
Bachelors,2012,Pune,3,27,Male,No,5,22
Bachelors,2017,Pune,3,24,Male,No,2,22
Bachelors,2014,Bangalore,3,25,Male,No,3,22
Bachelors,2014,Bangalore,3,28,Male,No,3,25
Bachelors,2018,Bangalore,3,26,Male,No,4,22
Masters,2017,Bangalore,3,28,Male,No,1,27
Bachelors,2018,Bangalore,3,27,Male,Yes,5,22
Bachelors,2017,Bangalore,3,28,Male,Yes,1,27
Bachelors,2016,Bangalore,3,25,Male,No,3,22
Bachelors,2013,Pune,3,24,Female,No,2,22
Bachelors,2018,New Delhi,3,25,Female,No,3,22
Bachelors,2014,Bangalore,3,24,Female,No,2,22
Bachelors,2012,Bangalore,3,26,Male,No,4,22
Masters,2013,New Delhi,1,24,Female,No,2,22
Masters,2013,New Delhi,1,24,Male,Yes,2,22
Bachelors,2014,Bangalore,3,26,Male,No,4,22
Bachelors,2017,Bangalore,3,27,Male,No,5,22
Bachelors,2017,New Delhi,2,25,Male,No,3,22
Bachelors,2015,Bangalore,3,28,Female,No,1,27
Bachelors,2014,Bangalore,3,24,Male,No,2,22
PHD,2018,New Delhi,3,24,Female,No,2,22
Bachelors,2015,Pune,3,28,Male,No,1,27
Bachelors,2015,Bangalore,3,26,Male,No,4,22
PHD,2015,Pune,2,28,Female,No,1,27
Bachelors,2018,Bangalore,3,25,Male,Yes,3,22
Bachelors,2016,Bangalore,3,26,Male,No,4,22
Bachelors,2015,Bangalore,3,27,Female,No,5,22
Bachelors,2017,Pune,3,24,Male,No,2,22
Bachelors,2014,Bangalore,3,27,Male,No,5,22
Masters,2012,New Delhi,3,28,Male,No,2,26
Bachelors,2012,Bangalore,3,28,Male,No,3,25
Bachelors,2012,Pune,2,27,Female,No,5,22
Bachelors,2012,New Delhi,2,27,Female,No,5,22
Masters,2012,Bangalore,3,27,Male,No,5,22
Bachelors,2018,Bangalore,3,25,Female,No,3,22
Masters,2018,Pune,3,27,Male,No,5,22
Masters,2017,New Delhi,2,28,Male,No,2,26
Bachelors,2013,Bangalore,3,27,Male,No,5,22
Masters,2017,Bangalore,2,28,Male,Yes,2,26
Bachelors,2017,Pune,3,27,Male,No,5,22
Bachelors,2017,Pune,3,28,Female,No,1,27
Bachelors,2016,Bangalore,3,28,Male,No,3,25
Bachelors,2014,New Delhi,3,26,Female,No,4,22
Bachelors,2018,Bangalore,3,25,Male,No,3,22
Bachelors,2017,New Delhi,3,26,Female,No,4,22
Bachelors,2015,Pune,2,26,Female,No,4,22
Bachelors,2017,New Delhi,3,26,Male,No,4,22
Bachelors,2012,Bangalore,3,25,Female,Yes,3,22
Bachelors,2017,Bangalore,3,25,Male,Yes,3,22
Bachelors,2013,Bangalore,3,28,Female,No,1,27
Bachelors,2013,Pune,3,24,Female,No,2,22
Bachelors,2014,Bangalore,3,25,Male,No,3,22
Masters,2017,New Delhi,3,25,Male,No,3,22
Bachelors,2015,Pune,2,27,Female,No,5,22
Masters,2017,Pune,2,28,Male,No,3,25
Masters,2017,New Delhi,3,26,Male,No,4,22
Masters,2017,Pune,2,24,Female,No,2,22
Masters,2015,Pune,1,26,Female,No,4,22
Masters,2013,Pune,3,26,Male,No,4,22
Bachelors,2015,Bangalore,3,26,Male,No,4,22
Bachelors,2017,Pune,3,24,Male,No,2,22
PHD,2016,Bangalore,3,27,Male,No,5,22
Bachelors,2018,Bangalore,3,24,Male,No,2,22
Bachelors,2014,Pune,3,25,Male,No,3,22
Bachelors,2012,Bangalore,3,26,Male,No,4,22
Bachelors,2017,Bangalore,3,28,Male,No,3,25
Bachelors,2014,Pune,3,25,Male,No,3,22
Masters,2018,New Delhi,3,25,Female,No,3,22
Bachelors,2013,Pune,2,25,Female,No,3,22
PHD,2013,New Delhi,3,26,Male,No,4,22
Bachelors,2015,New Delhi,3,28,Female,No,3,25
Bachelors,2017,Bangalore,3,24,Male,No,2,22
Masters,2018,New Delhi,1,26,Female,No,4,22
Bachelors,2013,Pune,2,24,Female,No,2,22
Bachelors,2018,Bangalore,3,24,Male,No,2,22
PHD,2016,Pune,1,25,Female,No,3,22
Bachelors,2014,Pune,3,26,Male,No,4,22
Masters,2015,Pune,1,27,Female,No,5,22
Bachelors,2013,Pune,3,28,Female,No,2,26
Bachelors,2016,Bangalore,1,27,Female,No,5,22
Bachelors,2014,New Delhi,3,24,Male,No,2,22
Bachelors,2016,Bangalore,3,26,Male,Yes,4,22
Bachelors,2015,Pune,3,25,Female,No,3,22
Bachelors,2013,Bangalore,3,24,Male,No,2,22
Bachelors,2015,Bangalore,3,25,Female,No,3,22
Bachelors,2015,Bangalore,3,26,Male,No,4,22
Bachelors,2016,Bangalore,3,26,Male,No,4,22
Bachelors,2013,Pune,3,26,Male,No,4,22
Masters,2016,Bangalore,3,26,Female,No,4,22
Bachelors,2018,Bangalore,3,27,Female,No,5,22
Bachelors,2017,Bangalore,3,24,Female,No,2,22
Bachelors,2014,New Delhi,3,24,Female,No,2,22
Bachelors,2013,Pune,3,26,Male,Yes,4,22
Bachelors,2014,Bangalore,3,26,Male,No,4,22
Bachelors,2014,Bangalore,3,24,Male,No,2,22
Bachelors,2012,Bangalore,3,26,Male,No,4,22
Bachelors,2014,Pune,2,26,Female,No,4,22
Bachelors,2016,New Delhi,3,28,Female,No,5,23
Bachelors,2015,Bangalore,3,28,Male,No,5,23
Bachelors,2012,Pune,2,26,Female,No,4,22
Bachelors,2013,New Delhi,3,26,Female,No,4,22
Bachelors,2013,Pune,3,24,Male,No,2,22
Masters,2017,New Delhi,3,28,Female,No,3,25
Bachelors,2012,New Delhi,3,27,Female,No,5,22
Bachelors,2017,Bangalore,3,25,Male,No,3,22
Bachelors,2012,New Delhi,3,24,Female,No,2,22
Masters,2015,Pune,1,24,Male,No,2,22
Masters,2013,New Delhi,3,27,Male,No,5,22
Bachelors,2017,New Delhi,3,24,Female,No,2,22
Bachelors,2014,Bangalore,3,28,Male,No,1,27
Bachelors,2015,Bangalore,3,28,Female,No,1,27
Masters,2013,New Delhi,3,27,Male,No,5,22
Bachelors,2014,Bangalore,3,26,Male,No,4,22
Bachelors,2017,Bangalore,3,25,Male,No,3,22
Masters,2015,New Delhi,3,24,Male,No,2,22
Bachelors,2014,Bangalore,3,25,Male,No,3,22
Bachelors,2014,Bangalore,3,25,Female,No,3,22
Bachelors,2017,Bangalore,1,24,Male,No,2,22
Bachelors,2014,New Delhi,3,27,Female,No,5,22
Bachelors,2013,Bangalore,3,27,Female,No,5,22
Bachelors,2012,Bangalore,3,28,Female,No,2,26
Bachelors,2015,Bangalore,3,27,Male,No,5,22
Bachelors,2012,Bangalore,3,26,Male,No,4,22
